Date,Country,Import Volumn
2020 Sep,Uruguay(Thousand Dollars),99
2020 Sep,United States(Thousand Dollars),3906548
2020 Sep,United Kingdom(Thousand Dollars),762179
2020 Sep,United Arab Emirates(Thousand Dollars),1798522
2020 Sep,Tuvalu(Thousand Dollars),0
2020 Sep,Trinidad & Tobago(Thousand Dollars),69
2020 Sep,Total Merchandise Imports(Thousand Dollars),38801413
2020 Sep,Thailand(Thousand Dollars),902423
2020 Sep,Taiwan(Thousand Dollars),4566452
2020 Sep,Syrian Arab Republic(Thousand Dollars),0
2020 Sep,Switzerland(Thousand Dollars),597220
2020 Sep,Sweden(Thousand Dollars),114475
2020 Sep,St Vincent & The Grenadines(Thousand Dollars),0
2020 Sep,Sri Lanka(Thousand Dollars),12610
2020 Sep,Spain(Thousand Dollars),105065
2020 Sep,South Sudan(Thousand Dollars),0
2020 Sep,Solomon Islands(Thousand Dollars),255
2020 Sep,Slovenia(Thousand Dollars),4417
2020 Sep,Slovak Republic (Slovakia)(Thousand Dollars),7723
2020 Sep,Saudi Arabia(Thousand Dollars),1127040
2020 Sep,Republic Of Korea(Thousand Dollars),1783968
2020 Sep,Qatar(Thousand Dollars),235402
2020 Sep,Puerto Rico(Thousand Dollars),9590
2020 Sep,Portugal(Thousand Dollars),25179
2020 Sep,Poland(Thousand Dollars),50657
2020 Sep,Philippines(Thousand Dollars),834705
2020 Sep,Peru(Thousand Dollars),12164
2020 Sep,Paraguay(Thousand Dollars),215
2020 Sep,Papua New Guinea(Thousand Dollars),19019
2020 Sep,Panama(Thousand Dollars),83
2020 Sep,Palau(Thousand Dollars),1
2020 Sep,Pakistan(Thousand Dollars),5323
2020 Sep,Other Countries In Oceania(Thousand Dollars),13863
2020 Sep,Other Countries In America(Thousand Dollars),23355
2020 Sep,Oman(Thousand Dollars),42576
2020 Sep,Oceania(Million Dollars),477.7
2020 Sep,Norway(Thousand Dollars),44600
2020 Sep,Norfolk Island(Thousand Dollars),0
2020 Sep,Niue(Thousand Dollars),0
2020 Sep,New Zealand(Thousand Dollars),91438
2020 Sep,New Caledonia(Thousand Dollars),24
2020 Sep,Netherlands(Thousand Dollars),373881
2020 Sep,Netherlands Antilles(Thousand Dollars),80
2020 Sep,Nepal(Thousand Dollars),993
2020 Sep,Nauru(Thousand Dollars),0
2020 Sep,Myanmar(Thousand Dollars),7789
2020 Sep,Micronesia(Thousand Dollars),35
2020 Sep,Mexico(Thousand Dollars),300973
2020 Sep,Malta(Thousand Dollars),16183
2020 Sep,"Maldives, Republic Of(Thousand Dollars)",170
2020 Sep,Malaysia(Thousand Dollars),5092968
2020 Sep,Mainland China(Thousand Dollars),5479579
2020 Sep,Macau(Thousand Dollars),917
2020 Sep,Luxembourg(Thousand Dollars),3471
2020 Sep,Lithuania(Thousand Dollars),10548
2020 Sep,Liechtenstein(Thousand Dollars),2788
2020 Sep,Lebanon(Thousand Dollars),124
2020 Sep,Latvia(Thousand Dollars),1971
2020 Sep,Laos People's Democratic Republic(Thousand Dollars),25133
2020 Sep,Kuwait(Thousand Dollars),89707
2020 Sep,Kiribati(Thousand Dollars),0
2020 Sep,Jordan(Thousand Dollars),3093
2020 Sep,Japan(Thousand Dollars),1968908
2020 Sep,Jamaica(Thousand Dollars),64
2020 Sep,Italy(Thousand Dollars),409767
2020 Sep,Israel(Thousand Dollars),78726
2020 Sep,Ireland(Thousand Dollars),112631
2020 Sep,Iran (Islamic Republic Of)(Thousand Dollars),225
2020 Sep,Indonesia(Thousand Dollars),1526861
2020 Sep,India(Thousand Dollars),521757
2020 Sep,Hungary(Thousand Dollars),36664
2020 Sep,Hong Kong(Thousand Dollars),479125
2020 Sep,Honduras(Thousand Dollars),537
2020 Sep,Guatemala(Thousand Dollars),1393
2020 Sep,Guam(Thousand Dollars),16
2020 Sep,Grenada(Thousand Dollars),0
2020 Sep,Greece(Thousand Dollars),11241
2020 Sep,"Germany, Federal Republic Of(Thousand Dollars)",972416
2020 Sep,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Sep,French Southern Territories(Thousand Dollars),122
2020 Sep,French Polynesia(Thousand Dollars),9
2020 Sep,French Guiana(Thousand Dollars),3278
2020 Sep,France(Thousand Dollars),1167166
2020 Sep,Finland(Thousand Dollars),36908
2020 Sep,Fiji(Thousand Dollars),115
2020 Sep,European Union(Million Dollars),3766.5
2020 Sep,Europe(Million Dollars),5316.9
2020 Sep,Estonia(Thousand Dollars),3284
2020 Sep,Ecuador(Thousand Dollars),1945
2020 Sep,Denmark(Thousand Dollars),70494
2020 Sep,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Sep,Czech Republic(Thousand Dollars),60861
2020 Sep,Cyprus(Thousand Dollars),1611
2020 Sep,Cook Islands(Thousand Dollars),0
2020 Sep,Commonwealth Of Independent States(Thousand Dollars),267925
2020 Sep,Colombia(Thousand Dollars),1522
2020 Sep,Cocos (Keeling) Islands(Thousand Dollars),0
2020 Sep,Chile(Thousand Dollars),6447
2020 Sep,Canada(Thousand Dollars),93748
2020 Sep,Cambodia(Thousand Dollars),392992
2020 Sep,Brunei Darussalam(Thousand Dollars),67999
2020 Sep,Brazil(Thousand Dollars),510784
2020 Sep,Bermuda(Thousand Dollars),1
2020 Sep,Belgium(Thousand Dollars),80823
2020 Sep,Bangladesh(Thousand Dollars),19293
2020 Sep,Bahrain(Thousand Dollars),28445
2020 Sep,Bahamas(Thousand Dollars),13702
2020 Sep,Austria(Thousand Dollars),72914
2020 Sep,Australia(Thousand Dollars),359877
2020 Sep,Asia(Million Dollars),27823.2
2020 Sep,Argentina(Thousand Dollars),3643
2020 Sep,Anguilla(Thousand Dollars),1
2020 Sep,America(Million Dollars),4886.4
2020 Sep,Africa(Million Dollars),297.2
2020 Sep,Afghanistan(Thousand Dollars),13
2021 Apr,Yemen(Thousand Dollars),116
2021 Apr,Yemen Democratic(Thousand Dollars),0
2021 Apr,Wallis & Fatuna Islands(Thousand Dollars),0
2021 Apr,"Vietnam, Socialist Republic Of(Thousand Dollars)",517227
2021 Apr,Venezuela(Thousand Dollars),74
2021 Apr,Uruguay(Thousand Dollars),516
2021 Apr,United States(Thousand Dollars),5036860
2021 Apr,United Kingdom(Thousand Dollars),691975
2021 Apr,United Arab Emirates(Thousand Dollars),1142464
2021 Apr,Tuvalu(Thousand Dollars),0
2021 Apr,Trinidad & Tobago(Thousand Dollars),56
2021 Apr,Total Merchandise Imports(Thousand Dollars),45173009
2021 Apr,Thailand(Thousand Dollars),887173
2021 Apr,Taiwan(Thousand Dollars),5220745
2021 Apr,Syrian Arab Republic(Thousand Dollars),0
2021 Apr,Switzerland(Thousand Dollars),1004563
2021 Apr,Sweden(Thousand Dollars),173905
2021 Apr,St Vincent & The Grenadines(Thousand Dollars),41
2021 Apr,Sri Lanka(Thousand Dollars),7863
2021 Apr,Spain(Thousand Dollars),122269
2021 Apr,South Sudan(Thousand Dollars),0
2021 Apr,Solomon Islands(Thousand Dollars),1
2021 Apr,Slovenia(Thousand Dollars),6274
2021 Apr,Slovak Republic (Slovakia)(Thousand Dollars),10116
2021 Apr,Saudi Arabia(Thousand Dollars),489029
2021 Apr,Republic Of Korea(Thousand Dollars),2052185
2021 Apr,Qatar(Thousand Dollars),431580
2021 Apr,Puerto Rico(Thousand Dollars),14897
2021 Apr,Portugal(Thousand Dollars),21087
2021 Apr,Poland(Thousand Dollars),61091
2021 Apr,Philippines(Thousand Dollars),861561
2021 Apr,Peru(Thousand Dollars),1088
2021 Apr,Paraguay(Thousand Dollars),402
2021 Apr,Papua New Guinea(Thousand Dollars),37545
2021 Apr,Panama(Thousand Dollars),149
2021 Apr,Palau(Thousand Dollars),1
2021 Apr,Pakistan(Thousand Dollars),5213
2021 Apr,Other Countries In Oceania(Thousand Dollars),707
2021 Apr,Other Countries In America(Thousand Dollars),24297
2021 Apr,Oman(Thousand Dollars),52260
2021 Apr,Oceania(Million Dollars),1030.5
2021 Apr,Norway(Thousand Dollars),100416
2021 Apr,Norfolk Island(Thousand Dollars),21
2021 Apr,Niue(Thousand Dollars),3
2021 Apr,New Zealand(Thousand Dollars),60884
2021 Apr,New Caledonia(Thousand Dollars),80
2021 Apr,Netherlands(Thousand Dollars),470104
2021 Apr,Netherlands Antilles(Thousand Dollars),0
2021 Apr,Nepal(Thousand Dollars),108
2021 Apr,Nauru(Thousand Dollars),0
2021 Apr,Myanmar(Thousand Dollars),11875
2021 Apr,Micronesia(Thousand Dollars),1
2021 Apr,Mexico(Thousand Dollars),301555
2021 Apr,Malta(Thousand Dollars),44893
2021 Apr,"Maldives, Republic Of(Thousand Dollars)",193
2021 Apr,Malaysia(Thousand Dollars),6275861
2021 Apr,Mainland China(Thousand Dollars),6330907
2021 Apr,Macau(Thousand Dollars),229
2021 Apr,Luxembourg(Thousand Dollars),4257
2021 Apr,Lithuania(Thousand Dollars),10231
2021 Apr,Liechtenstein(Thousand Dollars),2789
2021 Apr,Lebanon(Thousand Dollars),52
2021 Apr,Latvia(Thousand Dollars),1546
2021 Apr,Laos People's Democratic Republic(Thousand Dollars),352
2021 Apr,Kuwait(Thousand Dollars),126815
2021 Apr,Kiribati(Thousand Dollars),0
2021 Apr,Jordan(Thousand Dollars),3936
2021 Apr,Japan(Thousand Dollars),2607074
2021 Apr,Jamaica(Thousand Dollars),200
2021 Apr,Italy(Thousand Dollars),611310
2021 Apr,Israel(Thousand Dollars),100274
2021 Apr,Ireland(Thousand Dollars),297031
2021 Apr,Iran (Islamic Republic Of)(Thousand Dollars),345
2021 Apr,Indonesia(Thousand Dollars),1806065
2021 Apr,India(Thousand Dollars),880874
2021 Apr,Hungary(Thousand Dollars),42392
2021 Apr,Hong Kong(Thousand Dollars),300514
2021 Apr,Honduras(Thousand Dollars),214
2021 Apr,Guatemala(Thousand Dollars),3219
2021 Apr,Guam(Thousand Dollars),20
2021 Apr,Grenada(Thousand Dollars),0
2021 Apr,Greece(Thousand Dollars),14707
2021 Apr,"Germany, Federal Republic Of(Thousand Dollars)",1102017
2021 Apr,"Germany, Democratic Republic Of(Thousand Dollars)",0
2021 Apr,French Southern Territories(Thousand Dollars),118
2021 Apr,French Polynesia(Thousand Dollars),1992
2021 Apr,French Guiana(Thousand Dollars),44
2021 Apr,France(Thousand Dollars),1150539
2021 Apr,Finland(Thousand Dollars),36804
2021 Apr,Fiji(Thousand Dollars),193
2021 Apr,European Union(Million Dollars),4607.3
2021 Apr,Europe(Million Dollars),6740.7
2021 Apr,Estonia(Thousand Dollars),6049
2021 Apr,Ecuador(Thousand Dollars),2163
2021 Apr,Denmark(Thousand Dollars),44685
2021 Apr,Democratic People's Republic Of Korea(Thousand Dollars),0
2021 Apr,Czech Republic(Thousand Dollars),75405
2021 Apr,Cyprus(Thousand Dollars),1559
2021 Apr,Cook Islands(Thousand Dollars),1
2021 Apr,Commonwealth Of Independent States(Thousand Dollars),329976
2021 Apr,Colombia(Thousand Dollars),5433
2021 Apr,Cocos (Keeling) Islands(Thousand Dollars),37
2021 Apr,Chile(Thousand Dollars),37332
2021 Apr,Canada(Thousand Dollars),154303
2021 Apr,Cambodia(Thousand Dollars),9052
2021 Apr,Brunei Darussalam(Thousand Dollars),110472
2021 Apr,Brazil(Thousand Dollars),572109
2021 Apr,Bermuda(Thousand Dollars),0
2021 Apr,Belgium(Thousand Dollars),174581
2021 Apr,Bangladesh(Thousand Dollars),19130
2021 Apr,Bahrain(Thousand Dollars),48667
2021 Apr,Bahamas(Thousand Dollars),33298
2021 Apr,Austria(Thousand Dollars),94048
2021 Apr,Australia(Thousand Dollars),929295
2021 Apr,Asia(Million Dollars),30625.3
2021 Apr,Argentina(Thousand Dollars),8657
2021 Apr,Anguilla(Thousand Dollars),1
2021 Apr,America(Million Dollars),6196.8
2021 Apr,Africa(Million Dollars),579.8
2021 Apr,Afghanistan(Thousand Dollars),32
2021 Feb,Yemen(Thousand Dollars),464
2021 Feb,Yemen Democratic(Thousand Dollars),0
2021 Feb,Wallis & Fatuna Islands(Thousand Dollars),21
2021 Feb,"Vietnam, Socialist Republic Of(Thousand Dollars)",441952
2021 Feb,Venezuela(Thousand Dollars),217
2021 Feb,Uruguay(Thousand Dollars),925
2021 Feb,United States(Thousand Dollars),3573937
2021 Feb,United Kingdom(Thousand Dollars),750572
2021 Feb,United Arab Emirates(Thousand Dollars),1007019
2021 Feb,Tuvalu(Thousand Dollars),0
2021 Feb,Trinidad & Tobago(Thousand Dollars),43
2021 Feb,Total Merchandise Imports(Thousand Dollars),37644604
2021 Feb,Thailand(Thousand Dollars),813753
2021 Feb,Taiwan(Thousand Dollars),4566232
2021 Feb,Syrian Arab Republic(Thousand Dollars),0
2021 Feb,Switzerland(Thousand Dollars),639679
2021 Feb,Sweden(Thousand Dollars),123206
2021 Feb,St Vincent & The Grenadines(Thousand Dollars),0
2021 Feb,Sri Lanka(Thousand Dollars),14733
2021 Feb,Spain(Thousand Dollars),74255
2021 Feb,South Sudan(Thousand Dollars),0
2021 Feb,Solomon Islands(Thousand Dollars),1
2021 Feb,Slovenia(Thousand Dollars),4852
2021 Feb,Slovak Republic (Slovakia)(Thousand Dollars),7707
2021 Feb,Saudi Arabia(Thousand Dollars),538287
2021 Feb,Republic Of Korea(Thousand Dollars),1792793
2021 Feb,Qatar(Thousand Dollars),466001
2021 Feb,Puerto Rico(Thousand Dollars),6070
2021 Feb,Portugal(Thousand Dollars),26206
2021 Feb,Poland(Thousand Dollars),45736
2021 Feb,Philippines(Thousand Dollars),821546
2021 Feb,Peru(Thousand Dollars),1472
2021 Feb,Paraguay(Thousand Dollars),34
2021 Feb,Papua New Guinea(Thousand Dollars),3669
2021 Feb,Panama(Thousand Dollars),221
2021 Feb,Palau(Thousand Dollars),0
2021 Feb,Pakistan(Thousand Dollars),10003
2021 Feb,Other Countries In Oceania(Thousand Dollars),6180
2021 Feb,Other Countries In America(Thousand Dollars),30652
2021 Feb,Oman(Thousand Dollars),3362
2021 Feb,Oceania(Million Dollars),1135
2021 Feb,Norway(Thousand Dollars),48391
2021 Feb,Norfolk Island(Thousand Dollars),16
2021 Feb,Niue(Thousand Dollars),0
2021 Feb,New Zealand(Thousand Dollars),47573
2021 Feb,New Caledonia(Thousand Dollars),25
2021 Feb,Netherlands(Thousand Dollars),250998
2021 Feb,Netherlands Antilles(Thousand Dollars),2
2021 Feb,Nepal(Thousand Dollars),76
2021 Feb,Nauru(Thousand Dollars),15
2021 Feb,Myanmar(Thousand Dollars),5399
2021 Feb,Micronesia(Thousand Dollars),54
2021 Feb,Mexico(Thousand Dollars),206715
2021 Feb,Malta(Thousand Dollars),14389
2021 Feb,"Maldives, Republic Of(Thousand Dollars)",69
2021 Feb,Malaysia(Thousand Dollars),5402674
2021 Feb,Mainland China(Thousand Dollars),4990165
2021 Feb,Macau(Thousand Dollars),700
2021 Feb,Luxembourg(Thousand Dollars),5380
2021 Feb,Lithuania(Thousand Dollars),10644
2021 Feb,Liechtenstein(Thousand Dollars),2612
2021 Feb,Lebanon(Thousand Dollars),244
2021 Feb,Latvia(Thousand Dollars),1466
2021 Feb,Laos People's Democratic Republic(Thousand Dollars),3970
2021 Feb,Kuwait(Thousand Dollars),87132
2021 Feb,Kiribati(Thousand Dollars),0
2021 Feb,Jordan(Thousand Dollars),6639
2021 Feb,Japan(Thousand Dollars),2204003
2021 Feb,Jamaica(Thousand Dollars),39
2021 Feb,Italy(Thousand Dollars),485646
2021 Feb,Israel(Thousand Dollars),50469
2021 Feb,Ireland(Thousand Dollars),170727
2021 Feb,Iran (Islamic Republic Of)(Thousand Dollars),533
2021 Feb,Indonesia(Thousand Dollars),1456104
2021 Feb,India(Thousand Dollars),786256
2021 Feb,Hungary(Thousand Dollars),26286
2021 Feb,Hong Kong(Thousand Dollars),350808
2021 Feb,Honduras(Thousand Dollars),172
2021 Feb,Guatemala(Thousand Dollars),5319
2021 Feb,Guam(Thousand Dollars),23
2021 Feb,Grenada(Thousand Dollars),4
2021 Feb,Greece(Thousand Dollars),85500
2021 Feb,"Germany, Federal Republic Of(Thousand Dollars)",916502
2021 Feb,"Germany, Democratic Republic Of(Thousand Dollars)",0
2021 Feb,French Southern Territories(Thousand Dollars),105
2021 Feb,French Polynesia(Thousand Dollars),74
2021 Feb,French Guiana(Thousand Dollars),9
2021 Feb,France(Thousand Dollars),987454
2021 Feb,Finland(Thousand Dollars),28963
2021 Feb,Fiji(Thousand Dollars),256
2021 Feb,European Union(Million Dollars),3708.9
2021 Feb,Europe(Million Dollars),5403.7
2021 Feb,Estonia(Thousand Dollars),2736
2021 Feb,Ecuador(Thousand Dollars),2436
2021 Feb,Denmark(Thousand Dollars),73685
2021 Feb,Democratic People's Republic Of Korea(Thousand Dollars),0
2021 Feb,Czech Republic(Thousand Dollars),53948
2021 Feb,Cyprus(Thousand Dollars),1414
2021 Feb,Cook Islands(Thousand Dollars),0
2021 Feb,Commonwealth Of Independent States(Thousand Dollars),249138
2021 Feb,Colombia(Thousand Dollars),4584
2021 Feb,Cocos (Keeling) Islands(Thousand Dollars),3
2021 Feb,Chile(Thousand Dollars),6544
2021 Feb,Canada(Thousand Dollars),148067
2021 Feb,Cambodia(Thousand Dollars),8790
2021 Feb,Brunei Darussalam(Thousand Dollars),56593
2021 Feb,Brazil(Thousand Dollars),173894
2021 Feb,Bermuda(Thousand Dollars),2
2021 Feb,Belgium(Thousand Dollars),191622
2021 Feb,Bangladesh(Thousand Dollars),15507
2021 Feb,Bahrain(Thousand Dollars),1495
2021 Feb,Bahamas(Thousand Dollars),0
2021 Feb,Austria(Thousand Dollars),71945
2021 Feb,Australia(Thousand Dollars),1077434
2021 Feb,Asia(Million Dollars),26123.3
2021 Feb,Argentina(Thousand Dollars),2926
2021 Feb,Anguilla(Thousand Dollars),2
2021 Feb,America(Million Dollars),4164.2
2021 Feb,Africa(Million Dollars),818.5
2021 Feb,Afghanistan(Thousand Dollars),18
2021 Jan,Yemen(Thousand Dollars),0
2021 Jan,Yemen Democratic(Thousand Dollars),0
2021 Jan,Wallis & Fatuna Islands(Thousand Dollars),3
2021 Jan,"Vietnam, Socialist Republic Of(Thousand Dollars)",428287
2021 Jan,Venezuela(Thousand Dollars),39
2021 Jan,Uruguay(Thousand Dollars),365
2021 Jan,United States(Thousand Dollars),3688768
2021 Jan,United Kingdom(Thousand Dollars),858409
2021 Jan,United Arab Emirates(Thousand Dollars),716893
2021 Jan,Tuvalu(Thousand Dollars),0
2021 Jan,Trinidad & Tobago(Thousand Dollars),29
2021 Jan,Total Merchandise Imports(Thousand Dollars),39030288
2021 Jan,Thailand(Thousand Dollars),746376
2021 Jan,Taiwan(Thousand Dollars),4930154
2021 Jan,Syrian Arab Republic(Thousand Dollars),0
2021 Jan,Switzerland(Thousand Dollars),753225
2021 Jan,Sweden(Thousand Dollars),128405
2021 Jan,St Vincent & The Grenadines(Thousand Dollars),0
2021 Jan,Sri Lanka(Thousand Dollars),15355
2021 Jan,Spain(Thousand Dollars),96740
2021 Jan,South Sudan(Thousand Dollars),0
2021 Jan,Solomon Islands(Thousand Dollars),111
2021 Jan,Slovenia(Thousand Dollars),5404
2021 Jan,Slovak Republic (Slovakia)(Thousand Dollars),8307
2021 Jan,Saudi Arabia(Thousand Dollars),740428
2021 Jan,Republic Of Korea(Thousand Dollars),1863922
2021 Jan,Qatar(Thousand Dollars),347096
2021 Jan,Puerto Rico(Thousand Dollars),7893
2021 Jan,Portugal(Thousand Dollars),31518
2021 Jan,Poland(Thousand Dollars),47566
2021 Jan,Philippines(Thousand Dollars),743341
2021 Jan,Peru(Thousand Dollars),1340
2021 Jan,Paraguay(Thousand Dollars),359
2021 Jan,Papua New Guinea(Thousand Dollars),7692
2021 Jan,Panama(Thousand Dollars),307
2021 Jan,Palau(Thousand Dollars),0
2021 Jan,Pakistan(Thousand Dollars),6549
2021 Jan,Other Countries In Oceania(Thousand Dollars),299
2021 Jan,Other Countries In America(Thousand Dollars),19976
2021 Jan,Oman(Thousand Dollars),39721
2021 Jan,Oceania(Million Dollars),705.5
2021 Jan,Norway(Thousand Dollars),44281
2021 Jan,Norfolk Island(Thousand Dollars),0
2021 Jan,Niue(Thousand Dollars),0
2021 Jan,New Zealand(Thousand Dollars),62306
2021 Jan,New Caledonia(Thousand Dollars),79
2021 Jan,Netherlands(Thousand Dollars),356221
2021 Jan,Netherlands Antilles(Thousand Dollars),6
2021 Jan,Nepal(Thousand Dollars),75
2021 Jan,Nauru(Thousand Dollars),14
2021 Jan,Myanmar(Thousand Dollars),9126
2021 Jan,Micronesia(Thousand Dollars),32
2021 Jan,Mexico(Thousand Dollars),276223
2021 Jan,Malta(Thousand Dollars),51714
2021 Jan,"Maldives, Republic Of(Thousand Dollars)",57
2021 Jan,Malaysia(Thousand Dollars),5553323
2021 Jan,Mainland China(Thousand Dollars),6121246
2021 Jan,Macau(Thousand Dollars),2864
2021 Jan,Luxembourg(Thousand Dollars),2567
2021 Jan,Lithuania(Thousand Dollars),14204
2021 Jan,Liechtenstein(Thousand Dollars),2859
2021 Jan,Lebanon(Thousand Dollars),13
2021 Jan,Latvia(Thousand Dollars),1346
2021 Jan,Laos People's Democratic Republic(Thousand Dollars),1657
2021 Jan,Kuwait(Thousand Dollars),203881
2021 Jan,Kiribati(Thousand Dollars),1
2021 Jan,Jordan(Thousand Dollars),4037
2021 Jan,Japan(Thousand Dollars),2210238
2021 Jan,Jamaica(Thousand Dollars),155
2021 Jan,Italy(Thousand Dollars),529033
2021 Jan,Israel(Thousand Dollars),57611
2021 Jan,Ireland(Thousand Dollars),73413
2021 Jan,Iran (Islamic Republic Of)(Thousand Dollars),727
2021 Jan,Indonesia(Thousand Dollars),1433768
2021 Jan,India(Thousand Dollars),493874
2021 Jan,Hungary(Thousand Dollars),34167
2021 Jan,Hong Kong(Thousand Dollars),441015
2021 Jan,Honduras(Thousand Dollars),180
2021 Jan,Guatemala(Thousand Dollars),3474
2021 Jan,Guam(Thousand Dollars),29
2021 Jan,Grenada(Thousand Dollars),41
2021 Jan,Greece(Thousand Dollars),46808
2021 Jan,"Germany, Federal Republic Of(Thousand Dollars)",947476
2021 Jan,"Germany, Democratic Republic Of(Thousand Dollars)",0
2021 Jan,French Southern Territories(Thousand Dollars),4
2021 Jan,French Polynesia(Thousand Dollars),117
2021 Jan,French Guiana(Thousand Dollars),65
2021 Jan,France(Thousand Dollars),1021290
2021 Jan,Finland(Thousand Dollars),27919
2021 Jan,Fiji(Thousand Dollars),8
2021 Jan,European Union(Million Dollars),3833.6
2021 Jan,Europe(Million Dollars),5750.6
2021 Jan,Estonia(Thousand Dollars),2493
2021 Jan,Ecuador(Thousand Dollars),3056
2021 Jan,Denmark(Thousand Dollars),105473
2021 Jan,Democratic People's Republic Of Korea(Thousand Dollars),0
2021 Jan,Czech Republic(Thousand Dollars),75602
2021 Jan,Cyprus(Thousand Dollars),1342
2021 Jan,Cook Islands(Thousand Dollars),0
2021 Jan,Commonwealth Of Independent States(Thousand Dollars),255076
2021 Jan,Colombia(Thousand Dollars),3456
2021 Jan,Cocos (Keeling) Islands(Thousand Dollars),15
2021 Jan,Chile(Thousand Dollars),7883
2021 Jan,Canada(Thousand Dollars),143758
2021 Jan,Cambodia(Thousand Dollars),11719
2021 Jan,Brunei Darussalam(Thousand Dollars),71088
2021 Jan,Brazil(Thousand Dollars),283000
2021 Jan,Bermuda(Thousand Dollars),2
2021 Jan,Belgium(Thousand Dollars),119744
2021 Jan,Bangladesh(Thousand Dollars),34207
2021 Jan,Bahrain(Thousand Dollars),98458
2021 Jan,Bahamas(Thousand Dollars),118553
2021 Jan,Austria(Thousand Dollars),81536
2021 Jan,Australia(Thousand Dollars),634384
2021 Jan,Asia(Million Dollars),27413.9
2021 Jan,Argentina(Thousand Dollars),21986
2021 Jan,Anguilla(Thousand Dollars),3
2021 Jan,America(Million Dollars),4580.4
2021 Jan,Africa(Million Dollars),579.9
2021 Jan,Afghanistan(Thousand Dollars),139
2021 Mar,Yemen(Thousand Dollars),4
2021 Mar,Yemen Democratic(Thousand Dollars),0
2021 Mar,Wallis & Fatuna Islands(Thousand Dollars),0
2021 Mar,"Vietnam, Socialist Republic Of(Thousand Dollars)",541037
2021 Mar,Venezuela(Thousand Dollars),22
2021 Mar,Uruguay(Thousand Dollars),2554
2021 Mar,United States(Thousand Dollars),4479393
2021 Mar,United Kingdom(Thousand Dollars),878956
2021 Mar,United Arab Emirates(Thousand Dollars),1142123
2021 Mar,Tuvalu(Thousand Dollars),0
2021 Mar,Trinidad & Tobago(Thousand Dollars),115
2021 Mar,Total Merchandise Imports(Thousand Dollars),47684852
2021 Mar,Thailand(Thousand Dollars),916087
2021 Mar,Taiwan(Thousand Dollars),5386097
2021 Mar,Syrian Arab Republic(Thousand Dollars),0
2021 Mar,Switzerland(Thousand Dollars),1901460
2021 Mar,Sweden(Thousand Dollars),150127
2021 Mar,St Vincent & The Grenadines(Thousand Dollars),1
2021 Mar,Sri Lanka(Thousand Dollars),32912
2021 Mar,Spain(Thousand Dollars),152170
2021 Mar,South Sudan(Thousand Dollars),0
2021 Mar,Solomon Islands(Thousand Dollars),0
2021 Mar,Slovenia(Thousand Dollars),5945
2021 Mar,Slovak Republic (Slovakia)(Thousand Dollars),9032
2021 Mar,Saudi Arabia(Thousand Dollars),794911
2021 Mar,Republic Of Korea(Thousand Dollars),2390216
2021 Mar,Qatar(Thousand Dollars),542262
2021 Mar,Puerto Rico(Thousand Dollars),12719
2021 Mar,Portugal(Thousand Dollars),26973
2021 Mar,Poland(Thousand Dollars),59145
2021 Mar,Philippines(Thousand Dollars),898912
2021 Mar,Peru(Thousand Dollars),1386
2021 Mar,Paraguay(Thousand Dollars),291
2021 Mar,Papua New Guinea(Thousand Dollars),42577
2021 Mar,Panama(Thousand Dollars),273
2021 Mar,Palau(Thousand Dollars),0
2021 Mar,Pakistan(Thousand Dollars),8097
2021 Mar,Other Countries In Oceania(Thousand Dollars),583
2021 Mar,Other Countries In America(Thousand Dollars),25103
2021 Mar,Oman(Thousand Dollars),95125
2021 Mar,Oceania(Million Dollars),1131
2021 Mar,Norway(Thousand Dollars),67520
2021 Mar,Norfolk Island(Thousand Dollars),0
2021 Mar,Niue(Thousand Dollars),0
2021 Mar,New Zealand(Thousand Dollars),71214
2021 Mar,New Caledonia(Thousand Dollars),84
2021 Mar,Netherlands(Thousand Dollars),393519
2021 Mar,Netherlands Antilles(Thousand Dollars),0
2021 Mar,Nepal(Thousand Dollars),249
2021 Mar,Nauru(Thousand Dollars),48
2021 Mar,Myanmar(Thousand Dollars),9048
2021 Mar,Micronesia(Thousand Dollars),1
2021 Mar,Mexico(Thousand Dollars),281690
2021 Mar,Malta(Thousand Dollars),19176
2021 Mar,"Maldives, Republic Of(Thousand Dollars)",193
2021 Mar,Malaysia(Thousand Dollars),6149038
2021 Mar,Mainland China(Thousand Dollars),6291838
2021 Mar,Macau(Thousand Dollars),547
2021 Mar,Luxembourg(Thousand Dollars),3079
2021 Mar,Lithuania(Thousand Dollars),57734
2021 Mar,Liechtenstein(Thousand Dollars),3744
2021 Mar,Lebanon(Thousand Dollars),100
2021 Mar,Latvia(Thousand Dollars),2241
2021 Mar,Laos People's Democratic Republic(Thousand Dollars),2849
2021 Mar,Kuwait(Thousand Dollars),39467
2021 Mar,Kiribati(Thousand Dollars),0
2021 Mar,Jordan(Thousand Dollars),9865
2021 Mar,Japan(Thousand Dollars),2568597
2021 Mar,Jamaica(Thousand Dollars),39
2021 Mar,Italy(Thousand Dollars),520491
2021 Mar,Israel(Thousand Dollars),65341
2021 Mar,Ireland(Thousand Dollars),393479
2021 Mar,Iran (Islamic Republic Of)(Thousand Dollars),426
2021 Mar,Indonesia(Thousand Dollars),1750120
2021 Mar,India(Thousand Dollars),859448
